runtime,temperature,vibration,pressure,load,time_to_failure
444.4444444444444,56.40158038657142,9.499176228449523,5.144939179423597,72.95885411538632,430.8646812830271
454.5454545454545,54.659531952331456,9.667001785087047,5.335932960532591,70.88780572050176,423.6839786942131
464.6464646464646,58.2042596684954,9.913643492082445,5.537922216640001,75.12954236015784,395.32615687917297
474.7474747474747,57.760344400513965,10.188337942949621,5.606702459252916,68.86744536653305,355.458336817261
484.8484848484848,57.65323193128337,10.32897085942093,5.681410994710155,69.17819286985107,360.0891767512438
494.9494949494949,57.03377319463915,10.539196636710694,5.828354175737571,66.58222784778518,347.15783391037917
505.050505050505,59.909069788576474,10.791421133263373,5.981256249152289,68.7872038728425,330.68191281632
515.1515151515151,55.53308539536494,10.925649340096177,5.9449252647379485,67.30134956653205,322.6023964403594
525.2525252525252,57.6892625569367,11.237341993907826,6.1692499747080225,68.63237653621024,281.4676766619501
535.3535353535353,56.893498540779476,11.403348068106254,6.299568094035942,70.6557793947486,295.07132271093514
545.4545454545454,58.008726424632435,11.658645658746282,6.409165932174157,71.97693653861629,292.82848441549015
555.5555555555555,56.61214487905142,11.850178890111133,6.4468190574438085,66.54680417549866,249.47284968001935
565.6565656565656,57.45684854863656,12.134224164028579,6.6734273430128965,69.48883063404313,244.50496614473838
575.7575757575758,58.78001356604918,12.400895176123047,6.8148802000261135,66.9626536186967,219.36772981446245
585.8585858585858,58.126080139991956,12.597569474662908,6.917968962174992,70.53288514541883,220.4310977545441
595.959595959596,58.459321483374076,12.868660317228851,7.1488992329585175,66.25571258316862,190.98963213445694
606.060606060606,59.30260596161354,13.152058520086955,7.216917297043045,71.09039794268888,163.43306257101838
616.1616161616162,59.320059266607174,13.385592267291377,7.332129933269592,74.44983112955458,146.27438047358552
626.2626262626262,60.879202256894814,13.656770048170937,7.4497313927865125,69.15562492762922,141.46833526302382
636.3636363636364,59.362438100449175,13.956350077063798,7.520167479520119,71.24632376646746,113.42480183884823
646.4646464646464,61.84753476182408,14.23935643194933,7.674782026037857,68.35511803316366,110.35703231390872
656.5656565656565,60.54714967616521,14.499162591565117,7.824263153800585,70.73103293244755,86.33356598181477
666.6666666666666,59.98101363554779,14.739306804826928,7.9659809641031245,68.88263343967539,78.5055659265116
676.7676767676767,59.367926609288965,15.027758066120462,8.19664723147053,72.58664780474622,39.10671323479305
686.8686868686868,59.10315234511442,15.293643589953012,8.318834093255612,65.78936452196062,29.175462992027615
696.9696969696969,60.98747972888828,15.640244962435707,8.430495183838596,74.24106739075744,19.490495563905554
707.070707070707,61.69311835430477,15.976116875001114,8.608596794889253,68.6779499720829,-12.463869970074038
717.1717171717171,61.00018856796274,16.248912995483185,8.852024620164945,73.60332809442335,-7.078931761500815
727.2727272727273,60.08613546897342,16.51763087883039,8.855771570503608,65.58077111978304,-21.138295727782776
737.3737373737373,61.002411147754266,16.81921995832442,8.977757588382097,69.52591614213372,-42.98147996091383
747.4747474747475,63.4168658478534,17.208615544704934,9.225303668181144,67.98971629182827,-76.35971907681618
757.5757575757575,61.272240920494454,17.478851743509193,9.427013418567597,66.92004982834547,-98.59730447858612
767.6767676767677,61.9464526717435,17.78556498832289,9.450484882627475,73.85830328713274,-103.04699027285847
777.7777777777777,62.84806246237147,18.158420283698224,9.723158848171922,70.46911101353214,-106.4251480933671
787.8787878787879,60.55367964846311,18.402821681039207,9.802027445724756,67.50510597455256,-148.93842408671406
797.9797979797979,63.86919000806951,18.78357105240887,10.114184675300367,75.6811992827214,-148.06884559775068
808.0808080808081,61.185038218315924,19.10332440840668,10.130143584368229,75.37323692937402,-162.86019355147332
818.1818181818181,63.7995637796996,19.469711671578967,10.39134633401198,70.27160644275543,-183.96260009204101
828.2828282828282,62.9333882100886,19.794619060024296,10.40329569130579,70.17053123869661,-216.82758651142328
838.3838383838383,63.01386106090854,20.127580546290314,10.708260162133943,69.55629457015426,-216.77811113367886
848.4848484848484,61.181077265739575,20.45893354357431,10.784628239170349,67.44502085494506,-255.71639437729073
858.5858585858585,63.37996042074001,20.910287428135494,11.01824505198212,68.18505324159368,-265.34334439874783
868.6868686868686,65.14319107540173,21.273206867065923,11.17798136741452,72.5937641752566,-289.50921653642365
878.7878787878788,63.94875116186879,21.617455417877387,11.419676006768054,63.33920708681981,-309.4614007356659
888.8888888888888,64.46161820005638,22.00221202304832,11.647801224629282,70.98700268101247,-352.49120807859543
898.989898989899,60.07733450756189,22.308270879467752,11.684234742882527,66.12217020000699,-346.6127215871167
909.090909090909,65.04552619094976,22.735977454472508,11.98476521258484,72.55400280217555,-381.0150328772102
919.1919191919192,61.9123392236096,23.028610127250058,12.094135592342711,65.99288421943001,-390.25182558325395
929.2929292929292,63.10624399232631,23.45210278894545,12.270572932228033,70.63071753241749,-419.1245952245996
939.3939393939394,62.957924711697174,23.8596683384449,12.415051551513814,68.21275210139132,-423.4482675040438
949.4949494949494,64.89422695770668,24.277146574311647,12.652415224972252,70.70696577648182,-435.9561066292734
959.5959595959596,64.0778189233568,24.668188194231053,12.833734454462405,72.2042328853471,-454.2878872898581
969.6969696969696,66.3887551072066,25.066279568463457,13.044079915358585,73.04985562390324,-496.33801780867134
979.7979797979797,62.58633640023432,25.429345621274745,13.200070784012402,70.26854498579709,-493.61756416217906
989.8989898989898,65.38595446152199,25.882274720218454,13.356322435436914,66.80218950560389,-544.1283699704192
1000.0,65.17695130312588,26.27314203264211,13.620581915236565,71.26121784832245,-544.5218654598148
